index,Country,Area,Location,LAT,LONG,methode
5201,USA,Texas,High Island,22.353547499999998,114.35811186889651,locatie
5202,TURKEY,,Yeşilköy,40.9589829,28.8225574,locatie
5203,COSTA RICA,Limón Province,Off Porto Limon,10.0971011,-83.33945429672625,countryarea
5204,SOUTH AFRICA,Eastern Cape Province,Bashee River,-32.1040338,28.686673,locatie
5205,USA,Florida,70 miles off Tarpon Springs,27.7567667,-81.4639835,countryarea
5206,AUSTRALIA,Torres Strait,,-10.416667,142.166667,area
5207,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",-36.5986096,144.6780052,countryarea
5208,AUSTRALIA,Western Australia,Onslow,34.7952348,-77.4215828,locatie
5209,MEXICO,Veracruz,Panuco River Mouth,19.333333,-96.666667,countryarea
5210,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",-33.546977,20.72753,countryarea
5211,MAURITIUS,,Two miles from shore in Tamarind Bay,error,error,error
5212,OKINAWA,,,alleen land bekend,alleen land bekend,error
5213,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",-32.2171831,26.6386401,countryarea
5214,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor",-31.8759835,147.2869493,countryarea
5215,AUSTRALIA,Torres Strait,Thursday Island,-10.578645850000001,142.21892059042744,locatie
5216,AUSTRALIA,New South Wales,Collaroy,-33.7382194,151.2996618,locatie
5217,AUSTRALIA,Torres Strait,Thursday Island,-10.578645850000001,142.21892059042744,locatie
5218,,,,geen locatie bekend,geen locatie bekend,error
5219,AUSTRALIA,Queensland,Townsville,-19.2569391,146.8239537,locatie
5220,KIRIBATI,Phoenix Islands,Nikumaroro Island,-4.67564635,-174.53740996315713,locatie
5221,CUBA,Cienfuegos Province,Cienfuegos,22.1457501,-80.4526242,locatie
5222,AUSTRALIA,Torres Strait,Near Badu Island,-10.416667,142.166667,countryarea
5223,SPAIN,Valencia,Nasareth Beach,39.4697065,-0.3763353,countryarea
5224,AUSTRALIA,Queensland,"Ross River, Townsville",-19.3090595,146.7688108,locatie
5225,USA,South Carolina,Fort Moultrie,32.7597937,-79.85777466479117,locatie
5226,MEXICO,Tamaulipas,Tampico,22.2329889,-97.8614802,locatie
5227,CAPE VERDE,Santiago Island,Tarrafal,15.26645025,-23.72273385069002,locatie
5228,USA,Florida,"Fort Pierce, St Lucie County",27.4467056,-80.3256056,locatie
5229,AUSTRALIA,Torres Strait,,-10.416667,142.166667,area
5230,AUSTRALIA,Queensland,Great Barrier Reef,-16.35,145.9,locatie
5231,AUSTRALIA,Queensland,Great Barrier Reef,-16.35,145.9,locatie
5232,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",-22.1646782,144.5844903,countryarea
5233,AUSTRALIA,Torres Strait,Badu Island,-10.120496500000002,142.14084750006657,locatie
5234,AUSTRALIA,Torres Strait,Badu Island,-10.120496500000002,142.14084750006657,locatie
5235,USA,Florida,"Sea Spray, Palm Beach",27.7567667,-81.4639835,countryarea
5236,AUSTRALIA,Torres Strait,Near Dauan Island,-10.416667,142.166667,countryarea
5237,AUSTRALIA,South Australia,Ardrossan,55.6400504,-4.8148569,locatie
5238,AUSTRALIA,South Australia,Ardrossan,55.6400504,-4.8148569,locatie
5239,AUSTRALIA,New South Wales,Maroubra Bay,-33.94986275,151.26135702951328,locatie
5240,AUSTRALIA,Western Australia,Glenelg,57.2124802,-5.6208263,locatie
5241,AUSTRALIA,New South Wales,Bondi,48.9031,2.48291,locatie
5242,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",-22.1646782,144.5844903,countryarea
5243,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",-38.00353045,175.95785260835657,countryarea
5244,AUSTRALIA,New South Wales,Bondi,48.9031,2.48291,locatie
5245,TURKEY,,San Stefano,45.4401467,4.3873058,locatie
5246,FIJI,Viti Levu Island,Suva Harbor,error,error,error
5247,AUSTRALIA,New South Wales,Sydney Harbor,-31.8759835,147.2869493,countryarea
5248,AUSTRALIA,South Australia,Ardrossan,55.6400504,-4.8148569,locatie
5249,USA,Florida,Indian River area,49.6364768,-123.0189454,locatie
5250,AUSTRALIA,New South Wales,"Garden Island, Sydney",-33.8596624,151.2288783,locatie
5251,USA,Florida,"Cape Canaveral, Brevard County",28.45077,-80.52662,locatie
5252,AUSTRALIA,,,alleen land bekend,alleen land bekend,error
5253,USA,New Jersey,"Seabright, Monmouth County",40.3614832,-73.972169,locatie
5254,INDIA,,,alleen land bekend,alleen land bekend,error
5255,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA",37.1232245,-78.4927721,countryarea
5256,PANAMA,Gulf of Panama,Taboga Island Bay,8.281861750000001,-79.77271216707439,countryarea
5257,USA,Texas,Corpus Christi,27.7635302,-97.4033191,locatie
5258,USA,New Jersey,Off shore,32.183395,-80.716846,locatie
5259,AUSTRALIA,,,alleen land bekend,alleen land bekend,error
5260,ITALY,Tuscany,Viareggio,43.8672392,10.2506055,locatie
5261,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
5262,INDIA,,,alleen land bekend,alleen land bekend,error
5263,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",-22.1646782,144.5844903,countryarea
5264,AUSTRALIA,New South Wales,Bondi,48.9031,2.48291,locatie
5265,JAMAICA,,"Coal wharf, Port Royal",error,error,error
5266,AUSTRALIA,Queensland,Graceville,45.5695863,-96.433299,locatie
5267,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",-32.9316667,151.7677778,locatie
5268,AUSTRALIA,Queensland,,-22.1646782,144.5844903,area
5269,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",-10.416667,142.166667,countryarea
5270,COSTA RICA,Near Puntarenas,,error,error,error
5271,COSTA RICA,Near Puntarenas,,error,error,error
5272,AUSTRALIA,Torres Strait,Deliverance Island,-9.519335850000001,141.5711755798207,locatie
5273,USA,Florida,,27.7567667,-81.4639835,area
5274,USA,Florida,Off Florida coast,30.3790898,-86.3474912,locatie
5275,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",-32.2171831,26.6386401,countryarea
5276,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,-32.2171831,26.6386401,countryarea
5277,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,-28.503833,30.8875009,countryarea
5278,SOUTH AFRICA,Western Cape Province,Little Brak River,-31.6367765,25.2640164,locatie
5279,AUSTRALIA,New South Wales,"Bradleys Head, Sydney",-33.8515199,151.2459734,locatie
5280,BRAZIL,Porto Seguro,90 miles off Albrohos Island,-16.443473,-39.064251,countryarea
5281,AUSTRALIA,New South Wales,"Kiah Creek, Eden",-31.8759835,147.2869493,countryarea
5282,FIJI,,a river,45.36545435,-75.68250162823881,locatie
5283,AUSTRALIA,New South Wales,Bellambi Reef,-31.8759835,147.2869493,countryarea
5284,PHILIPPINES,Luzon Island,Bondoc Peninsula,13.591927349999999,122.3250491733882,locatie
5285,AUSTRALIA,Queensland,Off Cairns,-16.8769043,145.7541751,locatie
5286,AUSTRALIA,Torres Strait,Near Thursday Island,-10.416667,142.166667,countryarea
5287,AUSTRALIA,Queensland,Near Thursday Island,-22.1646782,144.5844903,countryarea
5288,AUSTRALIA,New South Wales,Mereweather Beach,-32.9483779,151.75666809035215,locatie
5289,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",11.4586492,-86.10950504390243,countryarea
5290,AUSTRALIA,Queensland,Brisbane River,-27.5329355,152.95771803045875,locatie
5291,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula,",-43.6497582,172.9579673,locatie
5292,SOUTH AFRICA,Eastern Cape Province,Kidd’s Beach,-33.1482225,27.7018952,locatie
5293,USA,California,"Catalina Channel, Los Angeles County",36.7014631,-118.755997,countryarea
5294,AUSTRALIA,New South Wales,"Grey’s Point, Port Hacking",-31.8759835,147.2869493,countryarea
5295,AUSTRALIA,New South Wales,15 miles up the Cataract River,-31.8759835,147.2869493,countryarea
5296,AUSTRALIA,Torres Strait,Thursday Island,-10.578645850000001,142.21892059042744,locatie
5297,AUSTRALIA,Torres Strait,Palm Island,-18.726598250000002,146.6058731528405,locatie
5298,AUSTRALIA,Torres Strait,Near Thursday Island,-10.416667,142.166667,countryarea
5299,PAPUA NEW GUINEA,Central Province,Roku Point,-10.0,148.0,countryarea
5300,AUSTRALIA,New South Wales,Clarence River,-29.207293,152.59221,locatie
5301,BERMUDA,,18 miles southwest of Bermuda,error,error,error
5302,PAPUA NEW GUINEA,,Near Port Moresby,-9.4189857,147.14966035050725,locatie
5303,USA,New Jersey,"Seaside, Ocean County",40.5953104,-74.0630919,locatie
5304,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,44.3592996,8.5753273,locatie
5305,USA,New Jersey,20 miles off Seabright,40.0757384,-74.4041622,countryarea
5306,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",36.7014631,-118.755997,countryarea
5307,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",error,error,error
5308,USA,Hawaii,"Hale'iwa, O'ahu",19.593801499999998,-155.42837009716908,countryarea
5309,SOUTH ATLANTIC OCEAN,South of the Equator,Steamship bound from Cape Town to Philadelphia,error,error,error
5310,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",19.593801499999998,-155.42837009716908,countryarea
5311,AUSTRALIA,South Australia,"West Beach, Brighton",50.8257393,-0.2975894466525677,locatie
5312,SOUTH AFRICA,Eastern Cape Province,Hamburg,53.550341,10.000654,locatie
5313,AUSTRALIA,Victoria,,-36.5986096,144.6780052,area
5314,MONACO,Bay of Monaco,,36.4204478,-6.1482449,area
5315,NEW ZEALAND,Cook Islands,Rarotonga,-21.247552849999998,-159.77610904284523,locatie
5316,SINGAPORE,,Sea View Beach,33.2086527,-115.8438871,locatie
5317,SOUTH AFRICA,Western Cape Province,Mossel Bay,-34.1832022,22.1536248,locatie
5318,AUSTRALIA,Western Australia,Cottesloe Beach,-31.9957,115.751,locatie
5319,USA,Puerto Rico,"Condado Beach, San Juan",18.4577417,-66.07326966862699,locatie
5320,USA,Puerto Rico,"Condado Beach, San Juan",18.4577417,-66.07326966862699,locatie
5321,SPAIN,Valencia,Valencia,39.4697065,-0.3763353,locatie
5322,ENGLAND,Isle of Wight,Off Shanklin,42.57177885,-71.5310960124755,locatie
5323,USA,South Carolina,"Folly Island, near Charleston",33.6874388,-80.4363743,countryarea
5324,AUSTRALIA,Western Australia,"Princess Royal Harbor, near King George’s Sound",-25.2303005,121.0187246,countryarea
5325,USA,Puerto Rico,"Condado Beach, San Juan",18.4577417,-66.07326966862699,locatie
5326,AUSTRALIA,New South Wales,Coogee,-33.9217004,151.2557975,locatie
5327,AUSTRALIA,New South Wales,Newcastle Beach,-32.930763850000005,151.78509300123903,locatie
5328,PAPUA NEW GUINEA,Central Province,Hula,-10.0981328,147.7246967,locatie
5329,USA,Florida,"Miami Beach, Miami-Dade County",25.7929198,-80.1353006,locatie
5330,CANADA,Vancouver,Second Narrows in Burrard Inlet,49.2608724,-123.113952,countryarea
5331,FIJI,Viti Levu Island,"Suva Harbor, Suva",error,error,error
5332,MEXICO,Tamaulipas,Tampico,22.2329889,-97.8614802,locatie
5333,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,error,error,error
5334,USA,Puerto Rico,Santurce,18.4466626,-66.0686837,locatie
5335,FRENCH POLYNESIA,Tuamotus,Rangiroa,-15.122446100000001,-147.54620895959283,locatie
5336,AUSTRALIA,Victoria,Port Melbourne,-37.8333613,144.9219203,locatie
5337,USA,South Carolina,"Folly Island, near Charleston",33.6874388,-80.4363743,countryarea
5338,ENGLAND,Dorset,Weymouth,50.6096257,-2.4543424,locatie
5339,USA,California,"Newport Beach, Orange County",33.6170092,-117.9294401,locatie
5340,USA,Florida,"Bayboro, Pinellas County",27.7591785,-82.6324627,locatie
5341,AUSTRALIA,New South Wales,Kiama,-34.6715718,150.8556251,locatie
5342,PANAMA,150 miles offshore,,error,error,error
5343,AUSTRALIA,Western Australia,Fremantle,-32.0534086,115.7586172,locatie
5344,SOLOMON ISLANDS,Central Province,Savo Island,-9.131910099999999,159.81146659428515,locatie
5345,SPAIN,Galica,Sisargas Islands,43.358917649999995,-8.833516529244704,locatie
5346,AUSTRALIA,New South Wales,Bronte,37.7871598,14.8338448,locatie
5347,AUSTRALIA,Queensland,Currumbin,-28.1369655,153.4799277,locatie
5348,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",-29.862027400000002,31.037410200593246,locatie
5349,SOUTH AFRICA,Eastern Cape Province,"St. George’s Strand, Port Elizabeth",-32.2171831,26.6386401,countryarea
5350,AUSTRALIA,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",-31.8759835,147.2869493,countryarea
5351,AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",-28.2687168,153.49050311103855,locatie
5352,AUSTRALIA,New South Wales,"Urunga, Belliger Heads",-31.8759835,147.2869493,countryarea
5353,AUSTRALIA,Western Australia,"Condon, 88 km NE of Port Hedland",-25.2303005,121.0187246,countryarea
5354,AUSTRALIA,New South Wales,Bellinger Head,-31.8759835,147.2869493,countryarea
5355,AUSTRALIA,New South Wales,"Botany Bay, Sydney",-33.981732550000004,151.17954914436925,locatie
5356,AUSTRALIA,New South Wales,"Black Head, south of Taree",-31.8759835,147.2869493,countryarea
5357,AUSTRALIA,Torres Strait,Near Thursday Island,-10.416667,142.166667,countryarea
5358,GUYANA,Demerara County,Off the Demerara River,6.5,-58.083333,countryarea
5359,AUSTRALIA,Queensland,Great Barrier Reef,-16.35,145.9,locatie
5360,AUSTRALIA,New South Wales,Bellambi Reef,-31.8759835,147.2869493,countryarea
5361,MEXICO,Vera Cruz,Outside Vera Cruz Harbor,-37.8167662,-72.6896245,countryarea
5362,AUSTRALIA,Western Australia,"Southgates, near Geraldton",-25.2303005,121.0187246,countryarea
5363,AUSTRALIA,Queensland,Great Barrier Reef,-16.35,145.9,locatie
5364,AUSTRALIA,Queensland,"Ross River, Townsville",-19.3090595,146.7688108,locatie
5365,USA,Puerto Rico,San Juan,18.465299,-66.116666,locatie
5366,AUSTRALIA,Western Australia,Bunbury,-33.3267797,115.636698,locatie
5367,AUSTRALIA,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",-25.2303005,121.0187246,countryarea
5368,CUBA,Caribbean Sea,20 miles from Havana,error,error,error
5369,USA,New Jersey,"Sea Bright, Monmouth County",40.3615488,-73.9742051,locatie
5370,PHILIPPINES,Manila Bay,Fort Drum,44.046388,-75.777168,locatie
5371,USA,New Jersey,Ocean City (offshore),38.3840503,-75.1565974,locatie
5372,USA,New Jersey,Ocean City (offshore),38.3840503,-75.1565974,locatie
5373,USA,Puerto Rico,San Juan,18.465299,-66.116666,locatie
5374,AUSTRALIA,Queensland,Pialba Beach near Maryborough,-25.278333,152.84006335728682,locatie
5375,BARBADOS,Lucy,Pie Corner,52.2497669,-2.5207344,locatie
5376,AUSTRALIA,New South Wales,"Botany Bay, Sydney",-33.981732550000004,151.17954914436925,locatie
5377,USA,Hawaii,"Keawanui, Kamalo, Moloka'i",19.593801499999998,-155.42837009716908,countryarea
5378,ENGLAND,East Yorkshire,Hornsea,53.9134596,-0.1689412,locatie
5379,USA,Massachusetts,Nahant,42.4264859,-70.9189371,locatie
5380,USA,Florida,"Pablo Beach, Jacksonville, Duval County",30.2852096,-81.40959882304193,locatie
5381,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",27.7567667,-81.4639835,countryarea
5382,JAMAICA,Westmoreland Parish,Savanna-la-Mar,18.2193686,-78.1326673,locatie
5383,SOUTH AFRICA,Western Cape Province,"Simon’s Town, False Bay",-34.1922374,18.4338418,locatie
5384,AUSTRALIA,New South Wales,Hawkesbury River,-33.525405750000004,151.21538855694413,locatie
5385,JAMAICA,Kingston Parish,Kingston Harbor,39.8574837,-74.1324342,locatie
5386,JAMAICA,Kingston Parish,Kingston Harbor,39.8574837,-74.1324342,locatie
5387,AUSTRALIA,New South Wales,Coogee,-33.9217004,151.2557975,locatie
5388,AUSTRALIA,New South Wales,"Bilgola Beach, Sydney",-33.6443165,151.324484,locatie
5389,AUSTRALIA,New South Wales,Coogee,-33.9217004,151.2557975,locatie
5390,IRAQ,,Shatt-al Arab River,30.4574266,48.035851,locatie
5391,AUSTRALIA,Queensland,"Ross River, Townsville",-19.3090595,146.7688108,locatie
5392,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",-32.844154849999995,151.86571447066012,locatie
5393,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",-32.844154849999995,151.86571447066012,locatie
5394,AUSTRALIA,Queensland,Fitzroy River at Rockhampton,-22.1646782,144.5844903,countryarea
5395,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",-22.1646782,144.5844903,countryarea
5396,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",-22.1646782,144.5844903,countryarea
5397,FIJI,Viti Levu Island,Rewa River,-17.9131422,178.4041618,locatie
5398,AUSTRALIA,Queensland,Off Hinchinbrook Island,-22.1646782,144.5844903,countryarea
5399,AUSTRALIA,Queensland,Barrier Reef,26.568746,-80.151303,locatie
5400,ENGLAND,Dorset,Weymouth,50.6096257,-2.4543424,locatie
5401,AUSTRALIA,Torres Strait,,-10.416667,142.166667,area
5402,PHILIPPINES,Luzon Island,"Fort Frank, Manila Bay",15.75846995,121.63187337502636,countryarea
5403,CUBA,,Havana Harbor,44.384111000000004,-68.20313000000002,locatie
5404,PHILIPPINES,"Cavite Province, Luzon",,15.6783028,120.7697171,area
5405,AUSTRALIA,Western Australia,Bunbury,-33.3267797,115.636698,locatie
5406,HAITI,Cape Haitien,Marine Dock,54.319236700000005,10.152616924910483,locatie
5407,AUSTRALIA,Western Australia,Cottesloe Beach,-31.9957,115.751,locatie
5408,PHILIPPINES,Leyte,,10.7841157,124.89232097699272,area
5409,USA,New York,"Woodcliff Channel, Freeport, Long Island",40.7127281,-74.0060152,countryarea
5410,AUSTRALIA,Torres Strait,200 miles from MacKay,-10.416667,142.166667,countryarea
5411,USA,Florida,"Englewood Beach, Charlotte County",26.9233958,-82.3598179,locatie
5412,CANADA,Halifax,"Slaunwhite's Ledge, Hubbard Cove",44.648618,-63.5859487,countryarea
5413,AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay",-22.1646782,144.5844903,countryarea
5414,AUSTRALIA,Torres Strait,,-10.416667,142.166667,area
5415,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,-33.851421,25.5587942,arealoc
5416,AUSTRALIA,Torres Strait,Arlington Reef,-16.6905453,145.97448044198165,locatie
5417,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",-32.9147339,151.7599966,locatie
5418,JAMAICA,Westmoreland Parish,Savanna-la-Mar,18.2193686,-78.1326673,locatie
5419,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor",-38.00353045,175.95785260835657,countryarea
5420,SOUTH AFRICA,KwaZulu-Natal,Tugela River,-28.7446904,30.2224445,locatie
5421,AUSTRALIA,Queensland,Brible Island,-22.1646782,144.5844903,countryarea
5422,AUSTRALIA,New South Wales,"Pelican Island, Macleay River",-31.8759835,147.2869493,countryarea
5423,AUSTRALIA,Northern Territory,Darwin,-12.46044,130.8410469,locatie
5424,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,error,error,error
5425,USA,Florida,"Gadsden Point, Tampa Bay",27.7567667,-81.4639835,countryarea
5426,USA,South Carolina,"James Island Sound, Charleston",33.6874388,-80.4363743,countryarea
5427,USA,Florida,"Florida Keys 25ºN,82ºW",27.7567667,-81.4639835,countryarea
5428,AUSTRALIA,New South Wales,Sydney Harbor,-31.8759835,147.2869493,countryarea
5429,AUSTRALIA,New South Wales,Newcastle Beach,-32.930763850000005,151.78509300123903,locatie
5430,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",-41.2847441,173.23633520205482,locatie
5431,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",-31.8759835,147.2869493,countryarea
5432,AUSTRALIA,Queensland,"Ross River, Townsville",-19.3090595,146.7688108,locatie
5433,ITALY,,Savona,44.2334238,8.252572737021062,locatie
5434,USA,Florida,"Near Panama City, Bay County",30.181232350000002,-85.71852249214082,locatie
5435,USA,Hawaii,Papaikou plantation,19.593801499999998,-155.42837009716908,countryarea
5436,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Muchoir Banks,error,error,error
5437,AUSTRALIA,Queensland,Townsville,-19.2569391,146.8239537,locatie
5438,AUSTRALIA,New South Wales,Newcastle,54.9738474,-1.6131572,locatie
5439,AUSTRALIA,Queensland,Near Cairns,-16.9067881,145.6929086,locatie
5440,AUSTRALIA,Western Australia,Port Hedland,-20.3111814,118.5801181,locatie
5441,MOZAMBIQUE,Maputo Province,Off Inhaca Island,-25.5445167,32.4578753,countryarea
5442,USA,New Jersey,"Sea Bright, Monmouth County",40.3615488,-73.9742051,locatie
5443,USA,Hawaii,"Nanakuli, Oah’u",19.593801499999998,-155.42837009716908,countryarea
5444,PANAMA,Colon,,9.3553005,-79.8974085,area
5445,USA,Florida,Florida Keys,24.6670875,-81.5831421,locatie
5446,IRELAND,Off Ireland,82 miles from Fastnet,error,error,error
5447,USA,South Carolina,Calibogue Sound,32.078966199999996,-80.86201906551977,locatie
5448,PHILIPPINES,Luzon Island,Canacao Bay,14.489571250000001,120.91243237198788,locatie
5449,KUWAIT,,,alleen land bekend,alleen land bekend,error
5450,LIBYA,Mediterranean Sea,Tripoli,32.896672,13.1777923,locatie
5451,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",-22.1646782,144.5844903,countryarea
5452,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",-31.8759835,147.2869493,countryarea
5453,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",-31.8759835,147.2869493,countryarea
5454,PANAMA,,Panama Canal,8.9201403,-79.5467975,locatie
5455,AUSTRALIA,Queensland,Townsville,-19.2569391,146.8239537,locatie
5456,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",-22.1646782,144.5844903,countryarea
5457,USA,Florida,"Sewell’s Point, near Palm Beach",27.7567667,-81.4639835,countryarea
5458,USA,Louisiana,"off Grand Lake, Cameron Parish",30.8703881,-92.007126,countryarea
5459,USA,North Carolina,"Atlantic, near New Bern, Craven County",35.6729639,-79.0392919,countryarea
5460,USA,New York,"Sheepshead Bay, Brooklyn",40.5912161,-73.9445822,locatie
5461,USA,New York,"Sheepshead Bay, Brooklyn",40.5912161,-73.9445822,locatie
5462,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",40.0757384,-74.4041622,countryarea
5463,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",40.0757384,-74.4041622,countryarea
5464,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",40.0757384,-74.4041622,countryarea
5465,BAHAMAS,,50 miles off Bahamas,error,error,error
5466,SPAIN,Gran Canaria,Las Palmas,28.1288694,-15.4349015,locatie
5467,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",15.75846995,121.63187337502636,countryarea
5468,USA,New Jersey,"Spring Lake, Monmouth County",40.1535132,-74.0293941,locatie
5469,USA,New Jersey,"Beach Haven, Ocean County",39.5630072,-74.2406089,locatie
5470,USA,New Jersey,"Atlantic City, Atlantic County",39.3642852,-74.4229351,locatie
5471,ATLANTIC OCEAN,,,alleen land bekend,alleen land bekend,error
5472,USA,Florida,,27.7567667,-81.4639835,area
5473,AUSTRALIA,New South Wales,Manley Beach,44.6432775,-81.2553503,locatie
5474,AUSTRALIA,Victoria,Carrum,-38.07752515,145.1230621504495,locatie
5475,AUSTRALIA,New South Wales,Curl Curl,-33.7698341,151.2898175,locatie
5476,AUSTRALIA,Torres Strait,Thursday Island,-10.578645850000001,142.21892059042744,locatie
5477,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",-27.332647,153.0663192,locatie
5478,AUSTRALIA,New South Wales,Manly,-33.7971937,151.2879845,locatie
5479,USA,Florida,"St. Augustine, St Johns County",29.8946952,-81.3145395,locatie
5480,MEXICO,Tamaulipas,Tampico,22.2329889,-97.8614802,locatie
5481,MEXICO,,Santa Maria Bar,19.2479478,-99.7266841,countryloc
5482,EGYPT,,Alexandria,38.8051095,-77.0470229,locatie
5483,AUSTRALIA,Torres Strait,Near Thursday Island,-10.416667,142.166667,countryarea
5484,AUSTRALIA,Queensland,Wynnum-Manley,-22.1646782,144.5844903,countryarea
5485,NEW ZEALAND,North Island,Otaki,35.2847921,140.2452603,locatie
5486,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",-31.8759835,147.2869493,countryarea
5487,USA,Florida,"Soldier Key, Miami-Dade County",25.590320650000002,-80.16112788549239,locatie
5488,AUSTRALIA,Queensland,Magnetic Island,-19.1421421,146.83354856403196,locatie
5489,SAMOA,Apolima Strait,Opposite Apelima & Manona,-13.8043645,-172.1797217,countryarea
5490,JAMAICA,Kingston Parish,Port Royal,32.2207592,-80.6723303,locatie
5491,USA,Louisiana,Lake Pontchartrain,30.20506325,-90.09675943174909,locatie
5492,CROATIA,Zadar County,Biograd na moru,43.9377147,15.4477635,locatie
5493,USA,Louisiana,New Orleans,29.9759983,-90.0782127,locatie
5494,CROATIA,Primorje-Gorski Kotar County,Rijeka,45.3267976,14.442208,locatie
5495,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,error,error,error
5496,AUSTRALIA,Victoria,Sandringham,52.8427652,0.43181369114495116,locatie
5497,NEW CALEDONIA,South Province,Noumea,-22.2745264,166.442419,locatie
5498,USA,Florida,"Boca Ciega Bay, Pinellas County",27.805859,-82.7859355,locatie
5499,USA,Florida,"St. Augustine, St Johns County",29.8946952,-81.3145395,locatie
5500,GUYANA,Essequibo,Essequibo River Mouth,1.4226316,-58.8650197,countryarea
5501,USA,Hawaii,"Honomu, Hawai'i",19.872643,-155.111847,locatie
5502,AUSTRALIA,South Australia,Marion Bay,-35.238043,136.9790673,locatie
5503,AUSTRALIA,New South Wales,Paramatta River,-33.7986279,150.9963593,locatie
5504,AUSTRALIA,Queensland,Brisbane,-27.4689682,153.0234991,locatie
5505,SOUTH AFRICA,KwaZulu-Natal,Durban,-29.861825,31.009909,locatie
5506,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
5507,CUBA,,off Neuvitas,error,error,error
5508,NIGERIA,Lagos,Lagos,6.4550575,3.3941795,locatie
5509,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",-22.1646782,144.5844903,countryarea
5510,USA,Florida,"West Palm Beach, Palm Beach County",26.715364,-80.0532942,locatie
5511,CROATIA,Istria County,Pula,44.8702281,13.8455311,locatie
5512,USA,New Jersey,"Lavalette, Ocean County",39.785057,-74.228473,locatie
5513,USA,New Jersey,"Spring Lake, Monmouth County",40.1535132,-74.0293941,locatie
5514,ITALY,Trieste,,45.6496485,13.7772781,area
5515,USA,South Carolina,Charleston,32.7876012,-79.9402728,locatie
5516,COSTA RICA,,Port Limon,9.656458,-82.7554806,locatie
5517,USA,Florida,"John's Pass, Pinellas County",27.785866650000003,-82.78226986536532,locatie
5518,AUSTRALIA,New South Wales,,-31.8759835,147.2869493,area
5519,SAMOA,Upolu Island,Apia Harbor,-30.2977333,153.1135968,locatie
5520,AUSTRALIA,Torres Strait,Thursday Island,-10.578645850000001,142.21892059042744,locatie
